,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Каким коридором в аэропорту проходят пассажиры, не подлежащие таможенному досмотру?",Зелёным,Красным,Белым,Чёрным
1,Что в Москве открылось фильмом Квентина Тарантино в июне 2004 года?,Кинофестиваль,"Бар ""Чтиво""",Театральный сезон,Ярмарка
2,"Какое насекомое стало популярным в начале 20 века, благодаря музыке Мусоргского и вокалу Шаляпина?",Блоха,Комар,Пчела,Шмель
3,Какая из этих опер написана не Н. А. Римским-Корсаковым?,«Черевички»,«Моцарт и Сальери»,«Псковитянка»,«Кащей Бессмертный»
4,"Как буры назвали свою республику, просуществовавшую полвека в Южной Африке?",Оранжевая,Красная,Белая,Желтая
5,В какой стране находится международный аэропорт  «Арланда»?,Швеция,Дания,Нидерланды,Норвегия
6,Какая из этих птиц не строит гнёзда?,Неясыть,Выпь,Дубонос,Гагара
7,"Какая группа насекомых относится к тому же отряду, что и цикады?",Клопы,Тараканосверчки,Наездники,Слепни
8,Какой из царей навеки закрепил за дворянами полученную ими в уплату за службу землю - поместье - как наследственную?,Петр I,Иван Грозный,Михаил Федорович,Алексей Михайлович
9,"Как закончить слова Оскара Уайльда: «Англия и Америка — две нации, разделенные...»?",Общим языком,Общей моралью,Общей историей,Общим океаном
