,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой русский персонаж соответствует Полишинелю во Франции, Панчу в Англии и Пульчинелло в Италии?",Петрушка,Буратино,Иванушка,Незнайка
1,Что требует заплатить контролер от пассажира без билета?,Штраф,Налог,Проценты по счету,Пошлину
2,Какого цвета нет на государственном флаге Азербайджана?,Черного,Синего,Зеленого,Красного
3,Какой из этих газов тяжелее воздуха?,Кислород,Аммиак,Азот,Этин
4,Какой из стадионов может принять наибольшее количество футбольных болельщиков?,Камп Ноу,Уэмбли,Лужники,Маракана
5,В какой части человеческого тела находится эпистрофей?,Шея,Подмышечная впадина,Грудная клетка,Таз
6,Какой фильм не входит в «Трилогию депрессии» Ларса фон Триера?,«Рассекая волны»,«Нимфоманка»,«Меланхолия»,«Антихрист»
7,"В экранизации какого произведения Александра Грина одну из главных ролей исполнила российская балерина, актриса театра и кино Илзе Лиепа?","""Блистающий мир""","""Алые паруса""","""Бегущая по волнам""","""Дорога никуда"""
8,"Кем, если верить его собственным словам, была мама Карлсона?",Мумия,Ведьма,Фурия,Карлица
9,Какое из этих семейств насекомых является холодолюбивым?,Гриллоблаттиды,Памфагиды,Лепидотрихиды,Тетригиды
