,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой фрукт не относится к цитрусовым?,киви,грейпфрут,лайм,лимон
1,Поездка на каком виде общественного транспорта Москвы была для пассажиров самой дешевой в 70–80-е годы XX века?,Трамвай,Троллейбус,Автобус,Такси
2,"Какой гриб называют ""волчий табак""?",Дождевик,Трюфель,Сморчок,Мухомор
3,Кто из австрийских композиторов уже в шесть лет давал концерты?,Моцарт,Штраус,Малер,Гайдн
4,Как по другому называется белый журавль?,Стерх,Красавка,Даурский журавль,Авдотка
5,Кто впервые применил конницу в боевых действиях?,Ассирийцы,Египтяне,Халдеи,Шумеры
6,В каком органе человеческого плода находится овальное окно?,Сердце,Глаз,Мозг,Легкие
7,Какое из этих произведений Д. Шостаковича - балет?,"""Золотой век""","""Нос""","""Казнь Степана Разина""","""Катерина Измайлова"""
8,Чьей зависимой территорией является остров Буве?,Норвегии,Германии,Италии,Канады
9,Музыкального инструмента с каким названием не существует?,Кьячелли,Путатара,Ыых,Никельхарпа
