,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как журналисты и болельщики называют гол, забитый команде соперника в конце футбольного тайма?",гол в раздевалку,гол в сад,гол в ресторан,гол в копилку
1,"Кому приписывают выражение ""со щитом или на щите""?",Спартанцам,Метростроевцам,Рекламщикам,Электрикам
2,Какой из этих фильмов не снимал Анджей Вайда?,"""Четыре танкиста и собака""","""Земля обетованная""","""Перстенек с  орлом в короне""","""Пепел и алмаз"""
3,Что из перечисленного изготавливают модистки?,Шляпы,Ремни,Туфли,Перчатки
4,Из чего отлит памятник «Медный всадник»?,Из бронзы,Из олова,Из чугуна,Из меди
5,"Как звали профессора в повести М.А. Булгакова ""Роковые яйца""?",Персиков,Яблочков,Грушевский,Абрикосов
6,В какой повести герой покупает фотоаппарат старой конструкции и переделывает его на новую — шесть на девять?,Судьба барабанщика,Васёк Трубачёв и его товарищи,Вратарь республики,Мой брат играет на кларнете
7,В каком городе находится архитектурный ансамбль Семь Сестер?,Москва,Осло,Лондон,Париж
8,Какое холодное оружие относится к ударному с пробойником?,Кама,Кистень,Тонфа,Буздыхан
9,"Кому посвящено стихотворение А. С. Пушкина ""Полководец""?",Барклаю-де-Толли,Багратиону,Кутузову,Суворову
