,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что такое мезальянс?,Неравный брак,Платье,Шляпа,Танец
1,О какой национальной черте шотландцев уже много столетий ходят легенды и анекдоты?,Скупость,Медлительность,Вспыльчивость,Консервативность
2,"Что такое или кто такой ""Ом""?",Немецкий физик,Участник французского Сопротивления,Итальянский химик,Известная марка чешского пива
3,В какие годы правил Николай I?,1825—1855,1796—1801,1855—1881,1801—1825
4,Как по-другому называют койота?,Луговой волк,Лесной волк,Тропический волк,Пустынный волк
5,Какой буквой латинского алфавита древние римляне обозначали тысячелетие?,M,D,C,L
6,"Как называется модуль на МКС, в котором живут российские космонавты?",Звезда,Земля,Спектр,Заря
7,Какая звезда находится в созвездии Центавр?,Хадар,Мимоза,Адара,Поллукс
8,"Кто автор высказывания: ""У каждого в жизни есть кто-то, кто никогда тебя не отпустит, и кто-то, кого никогда не отпустишь ты""?",Чак Паланик,Стивен Кинг,Эрнест Хемингуэй,Эрих Мария Ремарк
9,В каком городе Армении родился знаменитый спортсмен Шаварш Карапетян?,Ванадзор,Раздан,Ереван,Гюмри
