,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой лозунг выдвинут не Лениным?,"Детям — мороженое, бабе — цветы!",Земля крестьянам!,Власть Советам!,Мир Народам!
1,Какой актер озвучивал Шарика в известном мультипликационном фильме?,Дуров,Табаков,Тихонов,Боярский
2,"Что, как говорят, делает жалующийся на судьбу человек?",поёт Лазаря,поёт с чужого голоса,поёт соло,поёт дифирамбы
3,"Какой русский богатырь, как считается, похоронен в Киево-Печерской лавре?",Илья Муромец,Добрыня Никитич,Алёша Попович,Микула Селянинович
4,"Как называются глаголы, у которых отсутствует форма 1-го лица единственного числа?",Недостаточные,Несклоняемые,Неполные,Неподвижные
5,Как называется единица силы света в системе СИ?,Кандела,Зиверт,Люмен,Люкс
6,Как называется в теннисе укороченный удар с лета?,Дроп-воллей,Дроп-шот,Бэкхенд,Драйв
7,Какова высота (м) фигуры монумента Родина-мать в Волгограде (без учета высоты фундамента)?,52,36,112,77
8,Какое из этих животных было одомашнено в Африке?,Осёл,Свинья,Собака,Гусь
9,Какой эскадры не было в «Непобедимой армаде»?,«Валенсия»,«Португалия»,«Кастилия»,«Андалусия»
