,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как отличники средней школы ""подтягивают"" отстающих одноклассников?",Берут на буксир,Берут на контроль,Берут на заметку,Берут на поруки
1,Кто выполнил уникальные иллюстрации к повести Сент-Экзюпери «Маленький принц»?,Сам автор,Мишель Мижо,Жена автора Консуэло,Катерина Вудс
2,Какое государство расположено не в Африке?,Непал,Гвинея,Мавритания,Камерун
3,Какое дерево называют «пионером» лесов?,Берёза,Дуб,Ель,Клён
4,Какой актер в трилогии Андре Юнебеля скрывался под маской Фантомаса?,Ж. Маре,П. Ришар,Ж. Габен,А. Делон
5,"Какому тургеневскому персонажу принадлежит фраза: ""Люди, что деревья в лесу, ни один ботаник не станет заниматься каждою отдельною березой.""?",Евгений Базаров,Дмитрий Рудин,Виктор Ситников,Аркадий Кирсанов
6,В музее какого города выставлен самый большой кусок малахита в мире весом в 1504 кг?,Санкт-Петербург,Каменск-Уральский,Екатеринбург,Москва
7,"Какая из ниже перечисленных звезд находится в том же созвездии, что и Бетельгейзе?",Ригель,Спика,Альдебаран,Фомальгаут
8,"Каким было имя и отчество у графа Разумовского,  морганатического супруга императрицы Елизаветы Петровны?",Алексей Григорьевич,Алексей Кириллович,Кирилл Григорьевич,Андрей Кириллович
9,"В какой стране находится место, именем которого Люк Бессон назвал оперную диву Плавалагуна из фильма ""Пятый элемент""?",В Хорватии,В Сербии,В Македонии,В Боснии и Герцеговине
