,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как зовут сенбернара, героя популярного фильма?",Бетховен,Моцарт,Сальери,Бах
1,Чему равен результат примера 2 2:2?,3,2,4,5
2,Кто стал чемпионом России по футболу в 2010 году?,Зенит,Спартак,ЦСКА,Анжи
3,"Какое слово произошло от греческого слова ""неизданный""?",Анекдот,Фольклор,Новелла,Эссе
4,"Флаг какого из этих государств имеет те же цвета, что и российский?",Куба,Венгрия,ЮАР,Италия
5,Как обозначается знак вопроса в греческом языке?,Точкой с запятой,Двоеточием,Знаком вопроса,Закрывающей скобкой
6,С какой европейской столицей часто сравнивали Шанхай в 1930-е гг.?,Париж,Лондон,Москва,Рим
7,"В официальном названии какого государства присутствует слово ""многонациональное""?",Боливия,Гайана,Венесуэла,Гондурас
8,Кто из этих деятелей искусства стал директором первого профессионального публичного театра России?,Александр Сумароков,Павел Молчанов,Василий Каратыгин,Яков Княжнин
9,Как называются образовательные ткани растений?,Меристемы,Гроунемы,Порастемы,Паростемы
