,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой перевод не удастся сделать при помощи сервиса «Google Переводчик»?,Бейсик-Паскаль,Украинский-испанский,Хинди-иврит,Английский-русский
1,Какую функцию выполняет самая длинная клавиша клавиатуры компьютера?,Пробел,Знак табуляции,Ввод,Знак абзаца
2,Сколько слов было в словарном запасе у Эллочки-людоедки?,30,120,10,90
3,Кто из видных большевиков получил прозвище «Демон революции»?,Лев Троцкий,Иосиф Сталин,Яков Свердлов,Владимир Ленин
4,К какой династии принадлежала древнеегипетская царица Клеопатра?,Птолемеи,Антигониды,Атталиды,Селевкиды
5,"Каким городом заканчивается строка поэмы Н. А. Некрасова ""Кому на Руси жить хорошо"": ""Да слушают досужие / Рассказы мужиков - / Про трудные их промыслы,  / Про чужедальны стороны,  /Про Петербург, про Астрахань,  / Про Киев, про ...""?",Казань,Ярославль,Москву,Елецк
6,В каком из этих рассказов Шерлок Холмс распутывал дело во время рождественских праздников?,"""Голубой карбункул""","""Медные буки""","""Пёстрая лента""","""Скандал в Богемии"""
7,Какая станция метрополитена является самой глубокой в мире?,"Арсенальная, Киев","Пухунг, Пхеньян","Адмиралтейская, Санкт-Петербург","Парк Победы, Москва"
8,Как называется плата за простой судна под погрузкой/разгрузкой сверх сталийного времени?,Демерредж,Контрсталия,Деменшен,Коносамент
9,Город с каким из этих названий не является столицей какого-либо государства?,Сан-Пабло,Сан-Хуан,Сан-Хосе,Сан-Томе
