,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие пятна на карте Земли уменьшались благодаря географическим открытиям?,белые,зелёные,синие,Роршаха
1,"В каком городе можно посетить парк искусств ""Музеон"" — музей скульптур под открытым небом?",Москва,Рим,Афины,Париж
2,Где проходил чемпионат Европы по футболу в 2000 году?,Бельгия и Нидерланды,Япония и Южная Корея,Иран и Ирак,Австралия и Колумбия
3,Кто из султанов Османской империи получил прозвище Пьяница?,Селим II,Мурад II,Ахмед II,Мехмед II
4,Какая актриса укрощала строптивого Челентано в старой комедии?,О. Мути,С. Сандрелли,С. Лорен,М. Витти
5,"Мужская сборная по футболу какой страны стала чемпионом Европы в 1992 году, попав на турнир лишь за несколько дней до начала, заменив сборную Югославии, отлучённую от состязаний по политическим причинам?",Дания,Чехословакия,Греция,Италия
6,Как в музыке называется повторение той же мелодической фразы на другой высоте?,Секвенция,Пауза,Прима,Кварта
7,"Какую фамилию носит герой пьесы Михаила Булгакова ""Зойкина квартира""?",Аметистов,Рубинов,Алмазов,Изумрудов
8,В какой стране три премьер-министра сменились за один день — 19 июля 1936 года?,Испания,Италия,Франция,Германия
9,"Каким было имя древнегреческого героя Аякса Великого, полученное им при рождении?",Эант Теламонид,Тевкр Теламонид,Патрокл Менетид,Эант Оилид
