,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое прозвище носила героиня Алисы Фрейндлих в фильме «Служебный роман»?,Мымра ,Крыса,Кикимора,Чучундра
1,Что есть в Антарктиде?,Оазисы,Лужайки,Полянки,Газоны
2,В какой геологической эре мы живем?,Кайнозой,Палеозой,Мезоархей,Мезозой
3,Кто создал Зимний дворец в Санкт-Петербурге?,Растрелли,Росси,Кваренги,Казаков
4,Для чего древние египтяне применяли канопы?,Для хранения мумифицированных внутренностей,Использовали как ночную вазу,Использовали как светильники,Для хранения ритуального масла
5,У каких птиц размах крыльев наибольший?,Альбатросы,Кондоры,Черные грифы,Орлы-могильники
6,"Какой из этих богинь сопутствовал эпитет ""богиня  трех дорог""?",Диана,Минерва,Венера ,Церера
7,"Кто из современников А. Ахматовой так прокомментировал выход её стихов: «Она пишет стихи  как бы перед мужчиной, а надо как бы перед Богом»?",А. Блок,Н. Гумилёв,М. Волошин,Б. Пастернак
8,В каком городе проживал литературный герой Леопольд Блум?,Дублин,Севилья,Лион,Мюнхен
9,Какое небесное тело не является астероидом?,Миранда,Психея,Цирцея,Юнона
