,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Голова какого животного была у Минотавра?,Быка,Лося,Лошади,Козла
1,Какой из этих элементов не является металлом?,Йод,Свинец,Платина,Олово
2,"Кто автор картины ""Последний день Помпеи""?",Брюллов,Левитан,Васнецов,Пикассо
3,Какой город никогда не был столицей Руси?,Чернигов,Ладога,Новгород,Владимир
4,Как правильно пишется название этого плотницкого инструмента?,Стамеска,Стаместка,Стоместка,Стомеска
5,Поля какой подмосковной деревни стали первой практической площадкой строительства «хрущёвок»?,Черемушки,Свиблово,Медведково,Чертаново
6,"Кем впоследствии стал студент Дуайт Филли Дэвис, разработчик и один из основателей кубка Дэвиса?",Военным министром,Ювелиром,Дизайнером,Известным тренером
7,Укажите годы жизни А.П. Чехова,1860-1904,1792-1856,1893-1930,1814-1861
8,"Какой поэт ввел в русский язык неологизм ""бездарь""?",Игорь Северянин,Александр Блок,Владимир Маяковский,Велимир Хлебников
9,"Кого не было в гондоле первого воздушного шара братьев Монгольфье, имевшего живых пассажиров?",Собаки,Петуха,Утки,Барана
