,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как назывался руководящий орган ЦК КПСС?,Политбюро,Политфоньер,Политсервис,Политконтора
1,На каком топливе работал автомобиль Винтика и Шпунтика?,Газировка с сиропом,Пчелиный мёд,Цветочный нектар,Дождевая вода
2,Какое игровое амплуа у футболиста Игоря Акинфеева?,Вратарь,Нападающий,Полузащитник,Защитник
3,"В каком российском фильме звучит стишок «Я узнал, что у меня есть огромная семья»?",«Брат-2»,«Сестры»,«Сын»,«Брат»
4,Кто написал снег на картине Василия Сурикова «Боярыня Морозова»?,Сам Суриков,Репин,Поленов,Саврасов
5,"Что делают болгары, когда в новогоднюю ночь по традиции на 3 минуты гасят свет?",Целуются,Поют гимн,Разливают шампанское,Обмениваются подарками
6,"Какой российский город 9 мая и ещё 5 раз в году носит то же название, что и во время Великой Отечественной войны?",Волгоград,Тверь,Калининград,Санкт-Петербург
7,Какой девиз был написан на родовом гербе Шекспиров?,Не без права,Предан королю,Потрясающий копьем,Твоя сила в словах
8,Какой из этих видов шампиньонов является ядовитым?,Шампиньон желтеющий,Шампиньон полевой,Шампиньон тёмно-красный,Шампиньон крупноспоровый
9,"Кто из известных немецких художников прославился не только живописью, но и постройкой фортификаций?",Альбрехт Дюрер,Лукас Кранах,Маттиас Грюневальд,Ганс Гольбейн
