,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько целых сантиметров в дюйме?,2,1,3,4
1,Как звали первого царя династии Романовых?,Миxаил Фёдорович,Владимир Ильич,Владимир Владимирович,Владимир Вольфович
2,Кто в фильме Квентина Тарантино стал главной целью охоты Чёрной Мамбы?,Билл,Вилли,Марк,Майкл
3,Родиной какого киногероя была планета Криптон?,Супермена,Тени,Бэтмена,Капитана Крюка
4,Где состоялся чемпионат мира по хоккею в 2000 году?,Россия,Норвегия,Чехия,Швеция
5,Из чего в Японии делают нэцкэ?,"Дерево, кость","Бобы, свинина","Рыба, водоросли","Бумага, дерев. рама"
6,Какой православный святой покровительствует путешественникам?,Николай Чудотворец,Сергей Радонежский,Андрей Первозванный,Святой Пантелеймон
7,"В художественном музее какого города выставлена картина Кустодиева ""Русская Венера""?",Нижний Новгород,Санкт-Петербург,Киев,Москва
8,: В какой из этих стран один из официальных языков соответствует названию страны?,Люксембург,Андорра,Швейцария,Лихтенштейн
9,Какому поэту летом  1944 года показал тетрадку со своими первыми стихами шестнадцатилетний Эльдар Рязанов?,Константин Симонов,Михаил Исаковский,Алексей Сурков,Самуил Маршак
