,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих деревьев можно назвать ракитой?,Ива,Липа,Дуб,Рябина
1,Какую из этих телепрограмм вёл Андрей Макаревич?,«Смак»,«Впрок»,«Без рецепта»,«Пальчики оближешь»
2,Под каким псевдонимом более известен американский музыкант Сонни Джон Мур?,Skrillex,Avicii,Tiesto,Kaskade
3,Смесью каких кислот является «царская водка»?,Соляной и азотной,Азотной и серной,Соляной и серной,Азотной и плавиковой
4,Какая из этих солей - бескислородная?,Хлорид,Перхлорат,Хлорит,Хлорат
5,"Футбольную сборную какой страны некогда называли ""Заводной апельсин""?",Нидерланды,Япония,Швеция,Бразилия
6,Кто из правителей России отменил все налоги для пчеловодов?,Екатерина II,Петр I,Александр I,Николай I
7,"Кто из перечисленных авторов детективных романов создал проницательную даму мисс Сильвер — подругу мисс Марпл, известной по творчеству Агаты Кристи?",Патриция Вентворт,Эдит Найо Марш,Дороти Ли Сэйерс,Нора Робертс
8,Кто исполнял роль Мефистофеля на первых репетициях кантаты А. Шнитке «История доктора Иоганна Фауста»?,Алла Пугачёва,Елена Ерастова,Тамара Синявская,Елена Образцова
9,В каком из перечисленных фильмов с участием Алисы Фрейндлих мужскую главную роль исполнил её муж?,«Старомодная комедия»,«Служебный роман»,«Опасный возраст»,«Анна и Командор»
