,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что можно найти в автомобиле?,тормозной барабан,тормозной тамтам,тормозной тамбурин,тормозной бубен
1,По какому проливу суда попадают из Чёрного моря в Мраморное?,Босфор,Ла-Манш,Гибралтарский,Магелланов
2,Кем был былинный богатырь Садко?,музыкантом,князем,пахарем,воином
3,"Чем едят консоме, приготовленное по классическому рецепту?",Ложкой,Вилкой,Палочками,Руками
4,Что в профессиональном хоккее делают с шайбой за несколько часов до игры?,замораживают,погружают в воду,прокаливают на огне,засыпают солью
5,"Как называется не только корабль, но и птица?",Фрегат,Бриг,Шхуна,Крейсер
6,В какой стране расположена первая в мире горная железная дорога?,Австрия,Германия,Италия,Франция
7,"Кому Махатма Ганди написал два письма, которые начинаются с обращения «мой друг»?",Адольфу Гитлеру,Льву Толстому,Уинстону Черчиллю,Иосифу Сталину
8,Кто из этих теннисистов является абсолютным рекордсменом по количеству выигранных матчей (297) на турнирах Большого шлема?,Р. Федерер,Дж. Коннорс,Дж. Макинрой,Б. Борг
9,"Как звали сына зицпредседателя Фунта из ""Золотого теленка""?",Евсей,Зиновий,Исаак,Матвей
