,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое устройство появилось в покоях короля Людовика XV ещё в 1743 году?,лифт,магнитофон,телевизор,банкомат
1,Последним Генсеком какой партии был М. С. Горбачев?,КПСС,РСДРП,КПРФ,ВКП(б)
2,Кто был талисманом чемпионата мира по футболу в Мексике в 1986 году?,перчик Пике,мальчик Гаучито,апельсинчик Наранхито,мальчик Хуанито
3,Флаг какой страны первым побывал на Южном полюсе Земли?,Норвегии,США,России,Великобритании
4,"Кто ""сыграл роль Ленина"" в английской революции XVII века?",Кромвель,Бабёф,Джефферсон,Бекингэм
5,Номинал какой из старинных денежных единиц выше?,Гривна,Ногата,Векша,Куна
6,"Кто из этих фантастов ""создал"" тахоргов?",А. и Б. Стругацкие,Г. Гаррисон,Р. Желязны,С. Лем
7,В какой стране денежная единица называется толар?,Словения,Македония,Либерия,Хорватия
8,Кто взял в плен и привез в Рим известного историка Иосифа Флавия?,Веспасиан,Нерон,Тит,Домициан
9,"Во сколько раз атмосферное давление на поверхности Венеры больше, чем на Земле?",В 92,В 146,В 8,В 37
