,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как иначе называют немецкого бульдога?,Боксёр,Шахматист,Фигурист,Атлет
1,В какой из этих войн Россия не участвовала?,Севера и Юга,Война 1812 года,Северная,Первая мировая
2,Какой из этих спутников принадлежит Марсу?,Деймос,Пасифе,Оберон,Харон
3,"Какое произведение лежит в основе либретто оперы Дж. Верди ""Травиата""?","""Дама с камелиями""","""Милый друг""","""Манон Леско""","""Мадам Бовари"""
4,Какое общее название имеют три художественных музея Мюнхена?,Пинакотека,Выставка,Экспозиция,Галерея
5,Ричард Львиное Сердце - какой по счету английский король с именем Ричард?,Первый,Второй,Четвертый,Третий
6,Как называется древнее японское искусство фехтования на мечах?,Кэндо,Дзёдо,Иайдо,Кюдо
7,Что не является названием древнеегипетского месяца?,Аб,Тиби,Тот,Эпифи
8,В какой басне И. А. Крылов поднимает вопрос о социальном неравенстве?,"""Собака и Лошадь""","""Кукушка и Горлинка""","""Волк и Кот""","""Чиж и Голубь"""
9,Как называется фигура с конечным объёмом и бесконечной площадью поверхности?,Труба Торричелли,Апории Зенона,Бутылка Клейна,Лента Мёбиуса
