,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какую общность на пасеках собираются пчелы?,Рой,Косяк,Табун,Стая
1,Названием какого насекомого Этель Лилиан Войнич озаглавила свой роман?,"""Овод""","""Муxа-Цокотуxа""","""Комар""","""Тараканище"""
2,На фоне чего изображена Мона Лиза на картине Леонардо да Винчи?,Горного пейзажа,Морского пейзажа,Бескрайних полей,Бескрайних лесов
3,Женой какого художника была русская балерина Ольга Хохлова?,П. Пикассо,А. Модильяни,С. Дали,А. Матисса
4,Какое из этих государств не граничит с Боливией?,Уругвай,Аргентина,Перу,Чили
5,Какой остров находится в заливе Сент-Винсент?,Кенгуру,Улис,Кролик,Бандикут
6,К какому типу оружия относится глефа?,Колюще-рубящее,Рубящее,Колющее,Ударно-раздробляющее
7,Какой индекс имел самолёт «Чёрный дрозд»?,SR-71,U-2,F-86,F-104
8,Кто выбрал библейскую фразу «Их имена будут жить вечно» для обелисков памяти?,Редьярд Киплинг,Томас Манн,Герберт Уэллс,Оноре де Бальзак
9,Какой народ основал древнюю Вавилонию?,Амореи,Мидийцы,Аккадцы,Шумеры
