,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую фамилию носила близкая подруга Гарри Поттера из знаменитой поттерианы британской писательницы Джоан Роулинг?,Грейнджер,Тэйлор,Кебриндж,Уоренс
1,Где собираются украинские депутаты?,Рада,Сейм,Дума,Вече
2,"Как называется город, куда был отправлен Степан Лиходеев в романе «Мастер и Маргарита»?",Ялта,Феодосия,Керчь,Евпатория
3,Какой фрукт в Древнем Египте называли солнечным яйцом?,Абрикос,Лимон,Мандарин,Апельсин
4,Как переводится с японского языка слово «цунами»? ,Большая волна в гавани,Страшное бедствие,Беги в горы,Подводное землетрясение
5,"Кто автор пьесы, на сюжет которой С. С. Прокофьев написал оперу «Дуэнья»?",Р. Шеридан,Б. Шоу,У. Шекспир,Е. Шварц
6,В какой войне погибло больше граждан США?,Война Севера и Юга,Первая Мировая,Вьетнамская,Вторая Мировая
7,В каком году единственный раз в программу Олимпийских игр был включен жё-де-пом?,В 1908 году в Лондоне,В 1936 году в Берлине,В 1896 году в Афинах,В 1920 году в Антверпене
8,Какая из этих фобий более распространена?,Акрофобия,Антофобия,Андрофобия,Агиофобия
9,Какое из перечисленных заболеваний вызывается паразитическими червями?,Токсокароз,Бабезиоз,Трихомониаз,Кокцидиоз
