,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется военный корабль, на котором находится командующий флотом?",Флагман,Путеводитель,Лоцман,Авангард
1,Какой язык до 2018 года был вторым — после иврита — официальным языком государства Израиль?,Арабский,Идиш,Английский,Русский
2,Кто является автором памятника Минину и Пожарскому в Москве?,Мартос,Церетели,Опекушин,Клодт
3,Какое произведение написал не Ф.М. Достоевский?,Обыкновенная история,Игрок,Подросток,Записки из мертвого дома
4,В какую шахматную фигуру не может превратиться пешка?,Король,Конь,Ферзь,Слон
5,Кто был тренером сборной России по футболу на чемпионате мира 2002?,Олег Романцев,Валерий Газзаев,Павел Садырин,Анатолий Бышовец
6,Какого сорта брюквы не существует?,Виола,Руби,Мариан,Лизи
7,За роль в каком спектакле Марка Захарова Олег Янковский был удостоен Государственной премии России?,«Шут Балакирев»,«Оптимистическая трагедия»,«Варвар и еретик»,«Женитьба»
8,Под каким английским замком в конце ХХ века были обнаружены значительные запасы нефти?,Виндзор,Бриджуотер,Шеффилд,Ньюберри
9,"Кто из актеров — лауреатов премии ""Оскар"" за лучшую мужскую роль — в 1941 году стал летчиком-бомбардировщиком и дослужился до бригадного генерала?",Джимми Стюарт,Эрнест Боргнайн,Алек Гиннесс,Кларк Гейбл
