,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая единственная российско-советская футбольная команда ни разу не покидала высшую лигу чемпионата страны?,Динамо Москва,Спартак Москва,ЦСКА Москва,Алания Владикавказ
1,"Какой актер сыграл роль Ипполита в фильме ""Ирония судьбы или с легким паром""?",Юрий Яковлев,Леонид Куравлев,Андрей Мягков,Олег Басилашвили
2,Где примерно восходит и где садится солнце в средней полосе России в июне?,Сев.-вост.  и сев.-зап.,Юго-вост. и юго-зап.,Сев.-вост. и юго-зап.,Восток и Запад
3,Какой российской купюре в 2011 году поставили памятник в Красноярске?,10-рублёвой,Тысячной,50-рублёвой,100-рублёвой
4,Кто из лучших теннисистов мира использует деревянную ракетку?,Никто,Куэртен,Кафельников,Агасси
5,К какой семье языков относится турецкий язык?,Алтайской,Уральской,Индо-европейской,Семито-хамитской
6,Как на Руси до 14 века назывались неприличные слова?,Нелепые глаголы,Странные междометия,Неуместные местоимения,Скудные наречия
7,Сколько лет назад (2001 г. - юбилейный) Армения приняла христианство?,1700,1500,1200,1000
8,Как в США называли самолёт XB-70 ?,Валькирия,Аврора,Сокол,Молния
9,Текст какой из этих песен был написан В. Бутусовым?,«Шар цвета хаки»,«Скованные одной цепью»,«Я хочу быть с тобой»,«Эта музыка будет вечной»
