,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как назывался руководящий орган ЦК КПСС?,Политбюро,Политсервант,Политконторка,Политшифоньер
1,Сколько ребер имеет грудная клетка человека?,24 ребра,От 12 до 30 по возрасту,30 ребер,"24 у женщины, 23 у мужчины"
2,Какой российский город расположен в Дальневосточном федеральном округе?,Хабаровск,Пермь,Новосибирск,Петрозаводск
3,"Какое событие увековечено в Дне воинской славы России, отмечаемом 8 сентября?",Бородино,Куликово поле,Ледовое побоище,Полтава
4,Какой товар стал основой благосостояния купеческой семьи Высоцких в 19 веке?,чай,сахар,спички,мыло
5,"Какой реки, согласно словам Наполеона, «достаточно коснуться французской шпагой, чтобы здание меркантильного величия Англии обрушилось»?",Ганг,Нил,Висла,Темза
6,Знания Шерлока Холмса в какой области доктор Ватсон определил как неравномерные?,Ботаники,Анатомии,Астрономии,Политики
7,"Какая федеральная земля считается ""Зеленым сердцем Германии""?",Тюрингия,Саксония,Померания,Гессен
8,"Кто из этих исторических деятелей имел звание ""Генерал армий США""?",Джон Першинг,Дуайт Эйзенхауэр,Дуглас Макартур,Джорждж Паттон
9,В какой геологический период на Земле появились первые рептилии?,Карбон,Триас,Пермь,Девон
