,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую историю любви ее автор назвал самой печальной повестью на свете?,Ромео и Джульетта,Руслан и Людмила,Валентин и Валентина,Орфей и Эвридика
1,"Что старательно считают те, кто следит за своим здоровьем?",калории,паскали,кулоны,ньютоны
2,Кто из этих философов не участвовал в создании Французской энциклопедии?,Монтень,Вольтер,Дидро,Руссо
3,К какой касте принадлежала семья Будды?,Кшатрии,Шудры,Вайшьи,Брахманы
4,"Как назывался корабль Роберта Скотта, на котором он отправился открывать Южный полюс?",«Терра Нова»,«Мод»,«Дискавери»,«Фрам»
5,Какой из этих видов дуба самый распространенный в России?,Черешчатый,Зубчатый,Пробковый,Болотный
6,Кто автор слов: «Никто не забыт и ничто не забыто»?,Ольга Берггольц,Сергей Михалков,Юлия Друнина,Алексей Сурков
7,Какой из этих металлов находится левее в электрохимическом ряду активности?,Барий,Кальций,Стронций,Натрий
8,Как называют многолетнее прядильное растение рами?,Китайская крапива,Японская ромашка,Тайский лён,Индийская конопля
9,"На территории какого штата США не проводились этапы гонок ""Формулы-1""?",Нью-Мексико,Калифорния,Аризона,Мичиган
