,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие географические координаты у столицы Новой Зеландии Веллингтона?,41°17′20″ ю. ш. 174°46′38″ в. д.,39°28′51″ с. ш. 92°00′04″ з. д.,39°54′26″ с. ш. 116°23′50″ в. д.,22°54′10″ ю. ш. 43°12′27″ з. д.
1,"Что, согласно строке поэта Лебедева-Кумача, помогает делать песня?",строить и жить,жить — не тужить,жить и дружить,петь и кружить
2,Как называется водяной орех?,Чилим,Арахис,Трепанг,Фейхоа
3,В какой стране проходили летние олимпийские игры 2000 года?,Австралия,США,Китай,Греция
4,Какой город представляет английский футбольный клуб «Астон Вилла»?,Бирмингем,Лондон,Мидлсбро,Шеффилд
5,По чьей сказке Н. А. Римский-Корсаков написал оперу «Снегурочка»?,А. Н. Островский,А. Н. Толстой,С. Т. Аксаков,А. С. Пушкин
6,Когда возникает мелена?,При кишечном кровотечении,При отеке легких,При гипергликемии,При менингите
7,Кто из перечисленных личностей побывал в плену у алжирских пиратов?,Мигель Сервантес,Симон Боливар,Бенедикт Спиноза,Джузеппе Гарибальди
8,По какой реке проходит западная граница аргентинского Междуречья?,Парана,Сан-Хавьер,Игуасу,Рио-Гранде
9,"Как называется синкретическая религия, распространённая на Кубе и основанная на африканских культах народа йоруба?",Сантерия,Умбанда,Бахаи,Ратана
