,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Герб какого города занимает центральную часть герба России? ,Москва,Санкт-Петербург,Киев,Новгород
1,Какое «африканское животное» повсеместно встречается на улицах российских городов?,зебра,бегемот,жираф,гиена
2,Как иначе ботаники называют репейник?,Лопух,Чертополох,Полынь,Мята
3,В какой балканской стране Энвер Ходжа 44 года проводил политику сталинского социализма?,Албания,Румыния,Югославия,Болгария
4,"Какие семьи, по мнению Л. Н. Толстого, похожи друг на друга?",Счастливые,Петербургские,Московские,Несчастливые
5,Как звали мать Людовика XIV?,Анна Австрийская,Мария-Тереза Австрийская,Екатерина Арагонская,Изабелла Кастильская
6,К какому типу относятся многоножки?,Членистоногих,Кольчатых червей,Полухордовых,Щетинкочелюстных
7,В начале какого сражения был поднят флажный сигнал «Z»: «Судьба империи зависит от этой битвы. Пусть каждый приложит все силы»?,Цусимское сражение,Трафальгарское сражение,Битва при Абукире,Ютландское сражение
8,"Кто автор фразы: «От того, знает ли общество свою историю, зависит тот нравственный климат, в котором оно живет»?",Дмитрий Лихачёв,Савелий Ямщиков,Даниил Гранин,Ирина Антонова
9,Какой английский монарх был коронован в Париже как король Франции?,Генрих VI Ланкастер,Вильгельм I Завоеватель,Эдуард IV Йорк,Ричард I Львиное Сердце
