,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется картина Ильи Репина?,«Не ждали»,«Не дали»,«Не звали»,«Не спали»
1,"Назовите фамилию главного героя фильма ""Ирония судьбы, или с легким паром""?",Лукашин,Матюшин,Ивашин,Маркушин
2,"Как называлась песня дуэта Монсеррат Кабалье и Фредди Меркьюри, ставшая гимном XXV Олимпийских игр?",Барселона,Мюнхен,Атланта,Мельбурн
3,Кто написал рассказ «Девять миллиардов имен Бога»?,А. Кларк,С. Лем,Р. Шекли,Р. Бредбери
4,На территории какого современного государства инки не проживали?,Мексика,Эквадор,Чили,Перу
5,В какой стране находится самый северный район обитания розовых фламинго?,Казахстан,Иран,Турция,Италия
6,"Какая из этих составных частей Южных Курил не остров, а гряда островов?",Хабомаи,Шикотан,Кунашир,Итуруп
7,"Кто был самым юным сыном полка, награждённым боевой наградой — медалью «За боевые заслуги» в возрасте 6 лет?",Серёжа Алёшков,Толя Рябков,Стас Меркулов,Ваня Суржиков
8,"Кем был Леопольд, взявший в плен Ричарда I во время крестового похода?",Герцогом Австрии и Штирии,"Герцогом Брюссельским, Брабанта и Нижней Лотарингии",Императором Священной Римской империи,Императором Латинской империи
9,Кто из этих монархов был сыном Марии Медичи?,Людовик XIII,Генрих IV,Людовик XIV,Генрих III
