,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из перечисленных определений не является названием породы собак?,Шустрая,Борзая,Легавая,Гончая
1,Какое из данных государств граничит с Украиной?,Словакия,Турция,Болгария,Чеxия
2,Какая птица зимой впадает в спячку?,Американский козодой,Колибри,Чёрный стриж,Обыкновенный скворец
3, Где у саранчи располагаются уши?,На животе ,На ногах,На голове,У саранчи нет ушей
4,Как называется одна из разновидностей тыквы?,горлянка,губянка,ноздрянка,ушанка
5, Кто стал первой жертвой проклятия тамплиеров в знаменитой серии романов М. Дрюона?,Папа Климент V,Людовик Наваррский,Гийом де Ногаре,Филипп Красивый
6,"Кто из перечисленных является немецким поэтом, крупнейшим представителем ""швабской школы""?",Людвиг Уланд,Рихард Демель,Герман Казак,Теодор Мюгге
7,Что изображено на флаге Калмыкии?,Лотос,Солнце,Пагода,Верблюд
8,Какая из этих птиц не входит в семейство буревестниковые?,Прямохвостые качурки,Капские голубки,Китовые птицы,Маскаренские тайфунники
9,"Под каким именем сейчас существует город в Пакистане, названный Александром Македонским в честь своего коня Буцефала?",Джалалпур,Равалпинди,Мултан,Пешавар
