,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется пьеса У. Шекспира?,«Комедия ошибок»,«Поэма погрешностей»,«Сага описок»,«Трагедия опечаток»
1,"Какую фразу любил повторять попугай Иван Демьяныч в повести А. П. Чехова ""Драма на охоте""?","""Муж убил свою жену""","""Один за всех, и все за одного""","""Мыслю, следовательно существую""","""Одна голова хорошо, а две лучше"""
2,Как называется наращенная часть столба?,Пасынок,Брат,Друг,Сын
3,Какой из языков программирования не является объектно-ориентированным?,C,Java,Delphi,Python
4,"Когда впервые вышла в эфир передача «Спокойной ночи, малыши!»?",1 сентября 1964 г.,7 ноября 1968 г.,1 июня 1960 г.,1 апреля 1957 г.
5,В каком городе находится университет Айдахо?,Москоу,Колдуэлл,Нампа,Льюистон
6,Кратера имени какого ученого на Луне не существует?,Капица,Ландау,Королев,Менделеев
7,Сколько звезд на флаге Федеративных Штатов Микронезии?,4,10,7,1
8,Кто из этих испанских литераторов участвовал в походе Непобедимой Армады?,Лопе де Вега,Франсиско де Кеведо,Педро Кальдерон де ла Барка,Мигель Сервантес де Сааведра
9,В виде какой птицы изображается Малак Тавус — верховный ангел в религии езидов?,Павлин,Голубь,Цапля,Филин
