,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется яркая летняя бабочка?,павлиний глаз,пингвиний клюв,куриный мозг,ястребиный коготь
1,На каком из этих музыкальных инструментов меньше струн?,Балалайка,Гитара,Бандура,Скрипка
2,Как называется вторая киноновелла в комедии Гайдая «Операция „Ы“ и другие приключения Шурика»?,«Наваждение»,«Наслаждение»,«Награждение»,«День рождения»
3,"Чью гипотезу доказал Григорий Перельман, отказавшийся от миллиона долларов и самой престижной награды в области математики?",Пуанкаре,Эйлера,Ферма,Пифагора
4,Что изображено на картине Василия Верещагина «Апофеоз войны»?,черепа,знамёна,оружие,барабаны
5,Что прямо на пирсе традиционно вручают капитану корабля вернувшегося из дальнего плавания?,жареного поросёнка,печёную картошку,корзину яблок,мороженое эскимо
6,"Кто руководил Русским царством, когда Петр I был за рубежом?",Федор Ромодановский,Борис Шереметев,Александр Меншиков,Франц Лефорт
7,"Какому из древнегреческих философов приписывается фраза: «Есть только три призвания, данные от Бога — это педагог, судья, врач»?",Сократ,Аристотель,Теофраст,Ксенофонт
8,Какие цвета присутствовали на флаге австрийской империи?,Черный и желтый,Желтый и красный,Белый и красный,Белый и черный
9,Каким заболеванием страдал Ф. М. Достоевский?,Падучая болезнь,Менингит,Оспа,Ревматизм
