,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что уменьшает амортизатор автомобиля?,ударные нагрузки,тормозной путь,расход топлива,нагрев двигателя
1,"Откуда, по верованиям древних индусов, появилась река Ганг?",Спустилась с неба,Свалилась с Луны,Вернулась из океана,Сбежала из Китая
2,Какое из этих животных НЕ пятнистое?,пума,ягуар,леопард,гепард
3,У какого из этих попугаев длина хвоста больше размеров туловища?,Ара,Жако,Какаду,Кеа
4,Государственный флаг какой страны имеет форму квадрата?,Швейцарии,Дании,Мавритании,Монако
5,Чем на Руси занимался золотарь?,чистил отхожие места,добывал золото,ковал оружие,заведовал казной
6,Где НЕ водятся пингвины?,На Северном полюсе,В Антарктиде,В Новой Зеландии,На Галапагосских островах
7,Что означает изображение треугольника на бирке купленной вами рубашки?,Можно отбеливать,Можно гладить утюгом,Нельзя подвергать химчистке,Сушить в горизонтальном положении
8,К какому геральдическому типу относится щит на гербе Дании?,Испанский,Английский,Немецкий,Итальянский
9,Какое произведение Максим Горький написал во время путешествия в США?,«Мать»,«В людях»,«Враги»,«На краю земли»
