,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие боги были идентичны в религиях древних римлян и греков?,Афродита и Венера,Арес и Меркурий,Зевс и Марс,Гера и Минерва
1,"Как зовут известного персонажа, которого играет Роуэн Аткинсон?",Мистер Бин,Мистер Пропер,Мистер Икс,Мистер Потато
2,Флаг какого из этих государств представлен более чем двумя цветами?,Исландия,Греция,Израиль,Япония
3,Скатерть какого цвета в романсе «Очи чёрные» залита вином?,Белого,Красного,Жёлтого,Синего
4,В каком немецком городе находится международный аэропорт имени Франца-Йозефа Штрауса?,Мюнхен,Ганновер,Штуттгарт,Гамбург
5,Какой из этих элементов является щелочноземельным металлом?,Барий,Цезий,Калий,Натрий
6,Какое из этих насекомых принадлежит к отряду кожистокрылых?,Уховертка,Водомерка,Пелопей,Муравьиный лев
7,"Сенатором какого штата был Ал Гор до того, как стал вице-президентом США?",Теннесси,Алабама,Арканзас,Миссисипи
8,Какую реку древние греки называли Тирас?,Днестр,Тибр,Дон,Южный Буг
9,В виде какого насекомого изображалась греческая богиня охоты и плодородия Артемида? ,Пчела,Оса,Бабочка,Стрекоза
