,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что на любые Олимпийские игры доставляют эстафетой из Олимпии?,Олимпийский огонь,Призовой фонд,Олимпийские медали,Олимпийский флаг
1,В каких войсках служил Лев Толстой?,Артиллерия,Пехота,Флот,Кавалерия
2,"Во что, согласно древнегреческим мифам, взгляд Медузы Горгоны превращал всё живое?",В камень,В воду,В золото,В стекло
3,"В какой стране парламентарии голосуют, собираясь по правую или левую руку от спикера?",Великобритания,Франция,Голландия,Швеция
4,Какое официальное название имеет современный большой теннис?,Лаун-теннис,Корт-теннис,Лайт-теннис,Риал-теннис
5,"Кем был Хамфри, работавший в резиденции британских премьеров на Даунинг-стрит при Маргарет Тэтчер, Джоне Мейджоре и Тони Блэре?",Котом,Астрологом,Поваром,Охранником
6,Где совершил приводнение пассажирский самолет ТУ-124 в августе 1963 года?,В Ленинграде на Неву,В Казани на Волгу,В Свердловске на Исеть,В Петрозаводске на Онежское озеро
7,На борту какого линкора ВМС США был подписан акт о капитуляции Японии во второй мировой войне?,«Миссури»,«Нью-Джерси»,«Айова»,«Висконсин»
8,Какое заболевание не влияет на ухудшение работы сердца?,Эндомиометрит,Выраженный кардиосклероз,Миокардит,Инфаркт миокарда
9,"Кому принадлежит фраза: ""Мне нравится в искусстве всё, что прекрасно...""?",Дж. Верди,Л. да Винчи,Б. Растрелли,Н. Паганини
