,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как заканчивается строчка популярного романса «Средь шумного бала...»?,Случайно,Обычно,По сценарию,Ненароком
1,Какое имя дали Каштанке в цирке?,Тётка,Пчёлка,Кнопка,Душка
2,"Кто из этих актеров не работал в театре ""Современник""?",Олег Басилашвили,Олег Табаков,Олег Даль,Олег Ефремов
3,Какая река является крупнейшей в Венесуэле?,Ориноко,Парана,Парагвай,Амазонка
4,Водами какого моря омывается итальянский регион Абруццо?,Адриатического,Ионического,Тирренского,Мраморного
5,На что был потрачен первый лепесток цветика-семицветика из одноимённой сказки В. Катаева?,На возвращение связки баранок,На игрушки,На путешествие на Северный полюс,На склеивание маминой вазочки
6, Какой фильм является одной из экранизаций романа П. Хайсмит «Талантливый мистер Рипли»?,«На ярком солнце»,«Головокружение»,"«Прощай, друг!»",«Пассажир дождя»
7,Что из перечисленного является надсемейством в биологической классификации?,Сверчковые,Медведки,Прямокрылые,Длинноусые
8,Какая из этих столиц расположена на материковой части суши?,Либревиль,Сан-Томе,Бандар-Сери-Бегаван,Маджуро
9,"О каком писателе возникла легенда, будто он был сыном великого русского актера Ивана Мозжухина?",Ромен Гари,Альберто Моравиа,Эрве Базен,Франсуа Мориак
