,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто из этих актеров был первым ""крестным отцом"" клана Корлеоне в фильмах Копполы?",Марлон Брандо,Роберт де Ниро,Джек Николсон,Аль Пачино
1,Какой из этих городов находится на территории РФ?,Биробиджан,Вашингтон,Гомель,Кустанай
2,К какому семейству растений относится кукуруза?,Злаки,Кипрейные,Гречишные,Зонтичные
3,"Закончите гоголевскую строку из «Ревизора», ставшую афоризмом: «С Пушкиным на...»:",Дружеской ноге,Дружеской пирушке,Птице-тройке,Дружеской дуэли
4,Какой московский вокзал является еще и музеем старинных паровозов?,Рижский ,Павелецкий,Белорусский,Ярославский
5,На сколько минут в хоккее наказывают игрока малым штрафом?,2 минуты,1 минута 30 секунд,1 минута,4 минуты
6,"Финский архитектор, пионер современной архитектуры в Финляндии?",А. Аалто,А. Гауди,К. Тон,Й. Бори 
7,Какой замок находится не в Швейцарии?,Кобург,Монтебелло,Кастелгранде,Оберхофен
8,Какой камень венчает Большую Императорскую Российскую корону?,Шпинель,Топаз,Cапфир,Изумруд
9,Кто стоял во главе Союза воинствующих безбожников?,Емельян Ярославский,Демьян Бедный,Максим Горький,Анатолий Луначарский
