,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как в сказке Ш. Перро заканчивается фраза Красной Шапочки: ""Бабушка, почему у тебя...""?",Большие зубы,Большие планы,Большие претензии,Маленькая пенсия
1,Во сколько полных лет мы встречаем 10 000-й день от рождения?,В 27,В 21,В 25,В 23
2,"Как называется традиционная турецкая сладость, представляющая из себя кондитерское изделие из слоёного теста с орехами в сиропе?",Пахлава,Халва,Шербет,Рахат-лукум
3,Какая фигура стоит на клетке f1 перед началом шахматной партии?,Белый слон,Чёрная пешка,Чёрный король,Белый ферзь
4,Кто из этих композиторов считается родоначальником оперетты?,Оффенбах,Штраус,Кальман,Легар
5,"Кто автор трилогии, на сюжеты которой В. Моцарт и Дж. Россини написали оперы о Фигаро?",П. Бомарше,Ф. Шиллер,К. Гольдони,К. Гоцци
6,Какой из этих волжских городов расположен ниже по течению?,Сызрань,Самара,Тольятти,Ульяновск
7,"Какое растение в средние века называли ""Filius ante patrem"", что в переводе означает ""сын раньше отца""?",Колхикум,Магнолия,Фуксия,Крокус
8,Кто послал в письме Ивану IV Грозному вызов на дуэль?,Стефан Баторий,Юхан III,Девлет I Гирей,Готхард Кетлер
9,Какой из этих монархов был у власти дольше остальных?,Людовик XIV,Иван Грозный,Хан Хубилай,Октавиан Август
