,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Ягоды какого из этих растений по форме напоминают малину?,Ежевика,Брусника,Голубика,Черника
1,"Что, по словам героини Ф.Раневской из кинофильма ""Весна"", является страшной силой?",Красота,Ум,Деньги,Знакомства
2,"Кто автор оперы ""Аскольдова могила""?",Верстовский,Аренский,Даргомыжский,Кюи
3,"Кого Пётр I назвал своими учителями, за которых в шутку поднял тост после Полтавской битвы?",Шведов,Французов,Турок,Украинцев
4,В каком городе находится международный аэропорт Фьюмичино?,Рим,Палермо,Неаполь,Милан
5,Какого короля фактически возвела на французский престол Жанна д’Арк?,Карл VII Валуа,Карл I Анжуйский,Карл X Бурбон,Карл IX Ваза
6,Какой из этих городов России является административным центром республики?,Саранск,Чита,Владивосток,Салехард
7,Какой классик французской литературы родился в замке Миромениль?,Ги де Мопассан,Оноре де Бальзак,Эмиль Золя,Виктор Гюго
8,Какой из президентов США при рождении был назван Лесли Линч Кинг-младший?,Джеральд Форд,Линдон Джонсон,Джимми Картер,Ричард Никсон
9,"Что означает цирковой термин ""антипод""?",Вид жонглирования,"Вертикальный шест, жёстко закреплённый на арене",Страхующий во время исполнения акробатических трюков,Стойка на голове без рук
