,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На какой реке стоит Каир?,Нил,Хуанхэ,Рейн,Амазонка
1,Что в переводе на русский с английского означает слово «фронт»?,Лицо,Спина,Рука,Колено
2,Как заканчивается американская народная мудрость: «Не сажай собаку…»?,«…на цепь из сосисок»,«…у кошачьей миски»,«…за обеденный стол»,«…на пассажирское место»
3,Какое из этих членистоногих не живет в воде?,Кивсяк,Паук-серебрянка,Дафния,Жук-вертячка
4,Кто из теннисистов является рекордсменом по разбиванию ракеток на корте?,Марат Сафин,Горан Иванишевич,Род Лайвер,Джон Макинрой
5,Небо какого цвета астронавты увидели на Луне?,Чёрного,Синего,Красного,Голубого
6,"На каком памятнике выгравированы строки из приказа М. И. Кутузова: «...Вы кровию своей спасли Отечество, храбрые и победоносные войска...»?",Триумфальные ворота в Москве,Триумфальные ворота в Новочеркасске,Триумфальные ворота в Курске,Нарвские триумфальные ворота в Петербурге
7,Когда по новому стилю празднуют день Святой Маланьи?,13 января,1 января,19 января,25 января
8,Какой из этих придворных чинов в России был ниже остальных трёх до 1844 г.?,Обер-церемониймейстер,Обер-шталмейстер,Обер-гофмаршал,Обер-шенк
9,По указу какого императора был основан Путиловский завод?,Павел I,Николай I,Александр I,Петр I
