,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется ситуация в борьбе, когда один из противников оказывается на лопатках?",туше,клише,атташе,папье-маше
1,Какой головной убор не носят казаки? ,Тюрбан ,Кубанка,Фуражка,Папаха
2,Какое из транспортных колец Москвы не замкнуто?,Бульварное,Садовое,МКАД,Третье
3,Чем занимается таксидермист?,делает чучела,водит такси,разводит такс,шьёт шубы
4,В какой цвет традиционно окрашены венецианские гондолы?,чёрный,белый,зелёный,голубой
5,"В каком городе находится памятник ""Тысячелетие России"" скульпторов Микешина и Шредера?",Великий Новгород,Москва,Пермь,Ростов Великий
6,Какая  из дочерей Павла I стала королевой Нидерландов?,Анна,Екатерина,Елена,Мария
7,"Какой артист, после выхода на экраны фильма ""Морозко"", стал главным Дедом Морозом СССР и участвовал в этом качестве на Новогодних ёлках в Кремле?",Александр Хвыля,Георгий Милляр,Анатолий Кубацкий,Эдуард Изотов
8,Кто считается первооткрывателем — изобретателем фотографии?,Жозеф Ньепс,Луи Дагер,Альфонс Фланден,Эжен Пиру
9,Какой цветок изображен на гербе Квебека?,Лилия,Роза,Фиалка,Флокс
