,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой дворец украшает Дворцовую набережную Санкт-Петербурга?,Зимний,Летний,Осенний,Весенний
1,Чьё имя носит определённый тип смеха?,Гомера,Пушкина,Омар Хайама,Конан Дойля
2,"Как закончить русскую поговорку: «Дуракам закон не писан, если писан, то...»?",Не читан,Не приемлем,Не для нас,Не понят
3,Какая из этих стран расположена в двух частях света?,Турция,Новая Зеландия,Ангола,Гаити
4,Как с белорусского переводится слово «дыван»?,Ковер,Диван,Платок,Шкаф
5,"Какой вид пальм является ценным пищевым растением, из сердцевины ствола которого получают крахмалистый пищевой продукт?",Саговая,Кокосовая,Масличная,Финиковая
6,"Какие люди, по утверждению Акутагавы Рюноскэ в «Словах пигмея», недалеко ушли от детей?",Военные,Мужчины,Учителя,Женщины
7,Где расположен город Кызылорда?,Казахстан,Киргизия,Туркмения,Таджикистан
8,"Кто, помимо Пабло Пикассо, считается одним из основоположников кубизма?",Жорж Брак,Фернан Леже,Марсель Дюшан,Богумил Кубишта
9,"Почему группа иностранных наемников, перешедших на русскую сторону в 1614 году, получила название ""бельские немцы""?",Сдали Дмитрию Пожарскому крепость Белую,Служили под началом князя Богдана Бельского,Были наняты в Бельгии,Сражались только белым (холодным) оружием
