,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется вторая часть кинофильма ""Бриллиантовая рука""?",Костяная нога,Платиновые зубы,Золотая голова,Железный лоб
1,Из чего делают медицинскую вату?,Из хлопка,Из шерсти,Изо льна,Из шёлка
2,Родиной какого популярнейшего в мире блюда является Бельгия?,Картофель фри,Шницель,Паста,Шарлотка
3,Кто из римских императоров формально был олимпийским чемпионом?,Нерон,Тиберий,Тит,Калигула
4,Какие бывают хомячки?,Скорпионовые,Серебристые,Титановые,Горные
5,"Кто из этих актеров кабачка ""13 стульев"" не был паном Ведущим?",Спартак Мишулин,Александр Белявский,Андрей Миронов,Михаил Державин
6,Сколько струн у киргизского музыкального инструмента кыяка?,2,8,0,4
7,Какой металл при температурах до 100 градусов Цельсия не реагирует ни с одной из известных кислот?,Иридий,Вольфрам,Золото,Литий
8,Какая гимнастка приняла участие в шести Олимпиадах и собирается выступить на седьмой?,Оксана Чусовитина,Шеннон Миллер,Алия Юсупова,Симона Аманар
9,Какого слова нет на ордене Буратино?,Дружба,Присутствие духа,Смелость,Остроумие
