,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Со сколькими государствами граничит Венгрия?,7,25,2,15
1,Какой международный телефонный код принадлежит США?,+1,+9,+50,+0
2,"Какая карта самая старшая в карточной игре ""Расписной покер""?",Джокер,Король червей,Дама пик,Козырной туз
3,Какой спортсмен был единственным в истории спорта капитаном команды и на зимних и на летних Олимпиадах?,Всеволод Бобров,Валерий Брумель,Владислав Третьяк,Игорь Нетто
4,Какое из этих произведений написал не Артур Конан Дойль?,"""Женщина в белом""","""Этюд в багровых тонах""","""Голубой карбункул""","""Желтое лицо"""
5,Какой высоты должно было достигнуть здание Дворца Советов в Москве по окончательному проекту?,420 м,298 м,335 м,381 м
6,В каком городе проходили Зимние Олимпийские игры 1994 года?,Лиллехаммер,Калгари,Нагано,Альбервиль
7,Какая из этих территорий имеет самую протяжённую береговую линию?,Канада,Гренландия,Россия,Индонезия
8,"Где находится памятник полководцу М. В. Скопину-Шуйскому в виде скопы, попирающей польско-литовские знамёна?",В Калязине,В Александровской слободе,В Дмитрове,В Переславле-Залесском
9,Кто хотел выписать у английского правительства каторжников для освоения причерноморских степей?,Екатерина II,Павел I,Александр III,Петр I
