,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое дерево иногда дома выращивают в горшке?,денежное,зарплатное,премиальное,кредитное
1,Какое дерево из названия кафе на Плющихе увековечила в названии фильма режиссёр Т. Лиознова?,Тополь,Клен,Дуб,Ясень
2,Кто может поставить мат в шахматах уже на втором ходу?,Только черные,"Как белые, так и черные",Только белые,Никто
3,Частью какой киноэпопеи стал фильм «Атака клонов»?,«Звёздные войны»,«Чужой»,«Терминатор»,«Матрица»
4,Какие  спортивные головные уборы надеты на каплях-спортсменах Венлок и Мандевиль - символах летних Олимпийских игр в Лондоне?,Велосипедные шлемы,Маски фехтовальщиков.,Бейсболки,Шапочки пловцов
5,Что входит в состав среднего уха человека?,Наковальня,Улитка,Слуховой канал,Полуокружной канал
6,"Врожденной патологией какого органа является ""триада Фалло""?",Сердце,Кишечник,Мозг,Печень
7,Какая из этих собак не овчарка?,Бурбуль,Алабай,Бриар,Пули
8,В какой битве русские войска впервые разбили татарскую конницу?,Бортеневской,На Синих Водах,Куликовской,На реке Воже
9,В какой стране в 1960 году Сиримаво Бандаранаике стала первой женщиной премьер-министром?,Цейлон,Пакистан,Малайзия,Таиланд
