,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто проживал в Лондоне по адресу Бейкер-стрит 221-Б?,Шерлок Холмс,Полковник Исаев,Комиссар Мегрэ,Эркюль Пуаро
1,Из чего готовят варенец?,Молоко,Ягоды,Картофель,Тесто
2,Кто сыграл роль Сергея Есенина в телесериале «Есенин»?,С. Безруков,Г. Куценко,С. Любшин,А. Михайлов
3,"Как в кириллице называлась современная буква ""Д""?",Добро,Дом,Дети,Дело
4,Какое из этих животных не упоминается в канонических книгах Библии?,Кошка,Ослица,Единорог,Бегемот
5,Как называется вещество с химической формулой KClO4?,Перхлорат,Хлорат,Хлорит,Гипохлорит
6,Какое из этих заболеваний поражает кожу?,Ихтиоз,Пситтакоз,Пневмосклероз,Балантидиоз
7,Где прошла коронация Наполеона I?,в Соборе Парижской Богоматери,на месте разрушенной Бастилии,в Лувре,в Пантеоне
8,В каком городе России есть музей марципана?,Калининград,Курск,Владимир,Воронеж
9,Какое племя не относится к западным славянам?,струмяне,доленчане,кашубы,хижане
