,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое слово пропущено в названии фильма С. Спилберга «…рядового Райана»?,Спасти,Призвать,Узнать,Найти
1,Какой венок использовался со времен древнего Рима для поощрения победителей?,Лавровый,Терновый,Миртовый,Оливковый
2,Какое государство находится не в Африке?,Мьянма,Малави,Мали,Маврикий
3,Архитектурные памятники и сооружения какого города изображены на купюре достоинством 10 рублей?,Красноярск,Екатеринбург,Нижний Новгород,Санкт-Петербург
4,Чем знаменит П. Н. Яблочков?,Усовершенствовал дуговую лампу,Изобрел электрическую дуговую сварку,"Открыл закон, названный его именем",Изобрел лампу накаливания
5,Кто служит в гвардии Ватикана?,Швейцарцы,Непальцы,Французы,Итальянцы
6,Кто из этих королей Франции имел прозвище «заика»?,Людовик II,Людовик IV,Людовик I,Людовик III
7,"Первые серии телебестселлера ""Улицы разбитых фонарей"" снимались исключительно быстро и с крайне низким бюджетом. Цена за серию не превышала…",12 тысяч долларов,18 тысяч долларов,15 тысяч долларов,21 тысячу долларов
8,Названия нот возникли около 1000 лет назад благодаря Гвидо д’Ареццо и обозначали первые слоги молитвы к Иоанну Крестителю. Какими двумя буквами начиналась молитва?,UT,UD,DU,DO
9,"Кто автор ""Симфонии тысячи участников""?",Густав Малер,Арнольд Шёнберг,Людвиг ван Бетховен,Рихард Вагнер
