,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой город является столицей Удмуртской республики?,Ижевск,Уфа,Йошкар-Ола,Сарапул
1,Какой вид состязаний НЕ входит в триатлон?,конкур,кросс,велогонка,плавание
2,Какой святой был изображён на первых русских копейках?,Георгий Победоносец,Фёдор Стратилат,Дмитрий Солунский,Николай Угодник
3,На каком снаряде гимнасты-мужчины выполняют перелёт Ткачёва?,перекладина,брусья,конь,кольца
4,Какой из знаменитых концертных залов находится на бульваре Капуцинок в Париже?,Олимпия,Карнеги-холл,Альберт-холл,Атениум
5,В каких животных волшебница Цирцея превратила спутников Одиссея?,В свиней,В баранов,В козлов,В быков
6,За что получила название «бык» североамериканская лягушка?,голос,рога,размер,хвост
7,Какие статуи есть в Северном Китае близ городка Эрэн-Хото?,Целующихся бронтозавров,Обнимающихся кенгуру,Скачущих жирафов,Спящих панд
8,Где был сооружен первый металлический мост?,Колбрукдейл (Великобритания),Санкт-Петербург (Россия),Красноярск (Россия),Венеция (Италия)
9,"Какой баскетболист NBA клуба «Golden State Warriors» реализовал за сезон 286 трёхочковых бросков, что является абсолютным мировым рекордом?",Стефен Карри,Клей Томпсон,Шон Ливингстон,Брэндон Раш
