,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каком городе находится Ватикан?,Рим,Париж,Лондон,Берлин
1,"Что не является одним из значений слова ""бычок""?",Один из снарядов в спортивной гимнастике,Молодой самец парнокопытных,Обозначение окурка,Небольшая промысловая рыба
2,Сколько игроков одновременно находится на площадке во время игры в волейбол?,12,8,10,14
3,"Какая компания не была поставщиком автошин для команд ""Формулы-1"" в XXI веке?",Goodyear,Pirelli,Michelin,Bridgestone
4,Кто такие гематофаги?,"Паразиты, питающиеся кровью животных или человека",Растительноядные животные,Животные-людоеды,"Животные, питающиеся падалью"
5,Картина с каким названием есть среди картин Сальвадора Дали?,«Загадка Гитлера»,«Шарада Сталина»,«Ребус Ленина»,«Тайна Чингисхана»
6,При каком правителе территория Римской империи достигла максимальных размеров?,Ульпий Траян,Адриан,Марк Аврелий,Диоклетиан
7,"Какая рыба является самым плодовитым видом среди всех позвоночных, производя до 300 млн икринок за раз?",Рыба-луна,Атлантический палтус,Арапайма,Японский иглобрюх
8,Какой писатель дважды был оставлен на второй год в гимназии?,А. П. Чехов,Н. Г. Чернышевский,Л. Н. Толстой,И. С. Тургенев
9,"Что означает слово ""мино"" в хокку Ёса Бусона: ""Льёт весенний дождь! По пути беседуют зонтик и мино""?",Плащ-дождевик из соломы,Ручной деревянный барабан,Шляпа из бамбука,Деревянные сандалии
