,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое написание правильное?,Винегрет,Винигрет,Венегрет,Венигрет
1,Какого цвета не было среди классических геральдических цветов?,Бурь,Лазурь,Зелень,Чернь
2,К какому типу животных относятся головоногие?,Моллюски,Губки,Тихоходки,Иглокожие
3,Какая страна славится своими цветами?,Голландия,Франция,Англия,Испания
4,В каком из этих государств официальной формой правления является диархия?,Андорра,Монако,Люксембург,Лихтенштейн
5,"Каких мужчин боятся больные погонофобией?
",Бородатых,Усатых,Лысых,Рыжих
6,Какого из своих императоров прошлого китайцы считают божеством?,Фу Си,Ле Цзун,Чен Ди,Цинь Шихуанди
7,Какой из персонажей фильма «Кин-дза-дза» был обязан носить цак на планете Плюк?,Би ,Уэф,Деконт ,Кырр
8,Какой из этих водоёмов не входит в перечень Великих Африканских озер?,Чад,Альберт,Ньяса,Киву
9,"Кто автор музыкальной пьесы ""Ученик чародея""?",Поль Дюка,Камиль Сен-Санс,Золтан Кодай,Сергей Прокофьев
