,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что называют Красной Планетой?,Марс,Сатурн,Юпитер,СССР
1,Как называется российский научно-популярный физико-математический журнал для школьников?,«Квант»,«Мезон»,«Пион»,«Фотон»
2,Кто считается первым древнеримским императором? ,Август,Тиберий,Юлий Цезарь,Калигула
3,Какой злак является основным в России?,Пшеница,Рис,Рожь,Ячмень
4,"Кто исполнял песню В. Шаинского и М. Пляцковского ""Любите цирк, цирк, цирк!""?",Олег Попов,Юрий Куклачев,Михаил Румянцев,Юрий Никулин
5,"Что, по словам Л. Н. Толстого, у А. П. Чехова и М. Горького общее, но «заслуга Горького в том, что он показал босяков»?",«не имение чего нового сказать»,«талант большой»,"«комизм, наблюдательность»",«отсутствие чувства меры и неверность психологическая»
6,Кого на посту президента Бразилии сменила Дилма Вана Русеф?,Луис Инасиу Лула да Силва,Итамар Аугусту Каутиэру Франку,Фернанду Энрике Кардозу,Жозе Сарней
7,Какой из этих немецких городов образует самостоятельную административную единицу - землю?,Гамбург,Дюссельдорф,Дрезден,Нюрнберг
8,Героя романа какого из этих писателей звали Ловеласом?,С. Ричардсон,Т. Готье,Ж. Санд,А. де Мюссе
9,Как раньше называлась Спасская башня Кремля?,Фроловская,Филипповская,Филимоновская,Фёдоровская
