,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих слов не обозначает хранилище чего-либо?,Ипотека,Пинакотека,Библиотека,Фильмотека
1,Какой из этих музеев относится к достопримечательностям Калуги?,Дом-музей Циолковского,Дом-музей Ельцина,Дом-музей Клинтона,Дом-музей Ленина
2,По какой ноте настраиваются струнные инструменты оркестра?,Ля,До,Фа,Ре
3,С каким из этих государств Нигерия не граничит?,Мали,Чад,Нигер,Бенин
4,Кто в 70-х годах ХХ века входил в знаменитую хоккейную тройку вместе с Михайловым и Харламовым?,В. Петров,Б. Майоров,В. Старшинов,Э. Иванов
5,Какая достопримечательность находится в долине Солсбери в Англии?,Стоунхендж,Виндзорский Замок,Стадион Уэмбли,Оксфордский университет
6,Столица какой республики в составе РФ в начале ХХ века называлась Белоцарск?,Тывы,Бурятии,Калмыкии,Хакасии
7,В какой битве погиб адмирал Горацио Нельсон?,Трафалгарское сражение,Наваринское сражение,Битва при Абукире,Копенгагенское сражение
8,Кто автор письма Фридриху Зорге со словами: «В России...наш успех еще значительнее. Мы там имеем... центральный комитет террористов»?,Маркс,Пик,Энгельс,Тельман
9,Благодаря какому фильму получил всемирную известность автомобиль DeLorean DMC-12?,«Назад в будущее»,«Робокоп»,«Терминатор»,«Охотники за привидениями»
