,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что часто добавляют в кондитерские изделия?,Кокосовую стружку,Кокосовые опилки,Кокосовые щепки,Кокосовый лапник
1,Какой вид спорта входит в программу зимних Олимпиад?,Биатлон,Триатлон,Бейсбол,Конкур
2,"Какой термин есть в обиходе и футболистов, и преферансистов?",пас,обводка,офсайд,вист
3,Какую оперу Михаил Иванович Глинка написал на сюжет поэмы Пушкина?,«Руслан и Людмила»,«Бахчисарайский фонтан»,«Алеко»,«Евгений Онегин»
4,"Какой соус, приготовленный по традиционному рецепту, не молочного цвета?",Болоньезе,Тартар,Карбонара,Бешамель
5,Где люди во время еды пользуются плоскими металлическими палочками?,в Корее,в Японии,в Китае,во Вьетнаме
6,Сколько сердец у осьминога? ,3,2,1,4
7,"Что означает немецкое словосочетание ""крафт тойфель"", от которого произошло слово ""картофель""?",Дьявольская сила,Чудесный плод,Богатырский дух,Земляная пища
8,В каком месяце 1929 г. случился крах Нью-Йоркской биржи и началась Великая Депрессия?,Октябрь,Сентябрь,Май,Ноябрь
9,В честь какого растения область Фриули-Венеция-Джулия в Италии ежегодно проводит трёхмесячный фестиваль?,спаржа,лук,фасоль,артишок
