,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"О чем повествует и песня из фильма «Дети капитана Гранта», и песня из фильма «Приключения желтого чемоданчика»?",О веселом ветре,О наглой грозе,О застенчивом тумане,О грустном дождике
1,Что из перечисленного относится к типу моллюсков?,Каракатица,Трясогузка,Жужелица,Белорыбица
2,Что ацтеки использовали в качестве разменной монеты?,Какао-бобы,Молодой картофель,Чайные листья,Кактусы
3,Макет какого химического элемента представляет собой Атомиум в Брюсселе?,Железа,Платины,Серебра,Золота
4,У какого героя «Мертвых душ» книга всегда была открыта на 14-й странице?,У Манилова,У Собакевича,У Ноздрева,У Коробочки
5,Как в восьмидесятые годы XX века назывался город Ижевск?,Устинов,Калинин,Свердлов,Куйбышев
6,Команда какой страны выиграла первый чемпионат Европы по футболу в 1960 году?,СССР,Югославия,Италия,Англия
7,"Какой поэт спросил у детворы: «Какое, милые, у нас тысячелетье на дворе?»",Б. Пастернак,В. Ходасевич,Н. Гумилёв,О. Мандельштам
8,"Какой польский литератор бежал из концлагеря, убив эсэсовца лопатой, которой копал себе могилу?",Станислав Ежи Лец,Ежи Эдигей,Станислав Лем,Юлиан Тувим
9,Какого водопада нет на Ниагаре?,Гремящий дым,Американский,Фата,Подкова
