,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Термином soft называют...,программное обеспечение,микросхемы,мониторы,WEB сайты
1,Как астрономы называют спутник любой планеты?,Луна,Астероид,Комета,Метеор
2,Какой город является столицей Южной Кореи?,Сеул,Тэгу,Пхеньян,Шанхай
3,"Каким физическим недостатком с детства страдал Георг VI, отец нынешней английской королевы Елизаветы II?",заикание,хромота,слепота,глухота
4,"Когда был организован ""пивной путч"" в Германии?",1923,1900,1933,1945
5,Что обещал за коня Ричард III в оригинале одноимённой пьесы Вильяма Шекспира?,Королевство,Трон,Полцарства,Корону
6,В каком году был основан минский зоопарк?,1984,1935,1831,1998
7,"Как называлось судно, начавшее научное исследование океана и участвовавшее в первой океанографической экспедиции?","""Челленджер""","""Буран""","""Аполлон""","""Стелс"""
8,К какой группе инструментов относится старинный русский музыкальный инструмент гудок?,К струнным смычковым,К струнным щипковым,К ударным,К духовым
9,Какой французский авиатор построил первый гидросамолет?,Анри Фабр,Луи Блерио,Поль Корню,Габриэль Вуазенам
