,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что стало местом приземления продавца воздушных шаров — персонажа сказки Ю. Олеши ""Три толстяка""?",Торт,Крыша,Двор,Дерево
1,Какая религия считается самой молодой?,Ислам,Христианство,Буддизм,Иудаизм
2,"Как в психиатрии называется неконтролируемое автоматическое повторение слов, услышанных в чужой речи?",Эхолалия,Феномен диктофона,Слуховая галлюцинация,Синдром кукушки
3,К какой из этих величин ближе диаметр Луны?,3500 км,3000 км,2500 км,4000 км
4,"Кто написал целую книгу, посвященную галстуку?",Бальзак,Драйзер,Стивенсон,Голсуорси
5,Кто не попал в одну группу с Россией на чемпионате Европы по футболу 2012 года?,Ирландия,Чехия,Польша,Греция
6,В каком году телескоп Хаббла вывели на околоземную орбиту?,1990,1995,1985,2000
7,Какой из этих романов Фрэнсиса Скотта Фицджеральда изображает портрет американской элиты эпохи джаза?,"""Великий Гэтсби""","""По эту сторону рая""","""Ночь нежна""","""Последний магнат"""
8,Какой цвет дает положительная окраска методом окраски микроорганизмов по Граму?,Синий,Зеленый,Красный,Желтый
9,"В каком созвездии находятся звезды, названия которых переводятся на русский язык как «конь» и «всадник»?",Большая Медведица,Орион,Гончие Псы,Змееносец
