,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали жену В. И. Ленина?,Надежда,Ольга,Инесса,Мария
1,Сборная какой страны является чемпионом мира по хоккею 2000 года?,Чехия,Словакия,Финляндия,Канада
2,По достижении какого возраста наступает административная ответственность согласно Кодексу РФ об административных правонарушениях?,16,20,14,18
3,Как называется окончание шахматной партии?,Эндшпиль,Цугцванг,Миттельшпиль,Цейтнот
4,"Как называли доблестного рыцаря, преданного своему государю или даме?",Паладином,Пилигримом,Палафитом,Палиндромом
5,Главной клеткой какой ткани является фибробласт?,Соединительной,Эпителиальной,Мышечной,Нервной
6,Какая из рек (со своим крупнейшим притоком) является самой длинной в России?,Обь,Амур,Лена,Енисей
7,В каком году была так называемая Шестидневная война на Ближнем Востоке?,1967,1973,1948,1956
8,В какой вене человеческого организма течет артериальная кровь?,Легочной,Воротной,Яремной,Верхней полой
9,Какой из этих небесных объектов является спутником Урана?,Джульетта,Амальтея,Рея,Нереида
