,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется военный корабль, на котором находится командующий флотом?",Флагман,Путеводитель,Лоцман,Авангард
1,"Как охарактеризованы жёлтые тюльпаны в песне, которую исполнила Н.Королёва?",вестники разлуки,знаки внимания,символы измены,источники аллергии
2,В каком из этих видов борьбы запрещены подножки?,греко-римская борьба,самбо,дзюдо,сумо
3,Имя какого святого носит орден — высшая военная награда Российской Федерации?,Св. Георгия,Св. Владимира,Св. Александра,Св. Сергия
4,Как называется самый многочисленный отряд млекопитающих?,грызуны,хищные,кошачьи,приматы
5,В какой стране однопалатный парламент называется стортинг?,Норвегия,Швеция,Нидерланды,Германия
6,"По какому признаку, согласно латинской пословице, узнают льва?",по когтям,по гриве,по зубам,по голосу
7,У какого типа звезд наибольшая температура поверхности?,Голубые,Желтые,Красные,Белые
8,На каком чемпионате мира сборная Турции по футболу завоевала бронзовые медали?,2002 года в Корее и Японии,1994 года в США,1990 года в Италии,2010 года в ЮАР
9,Чьё произведение стало основой современного гимна Австрии?,Моцарт,Шуберт,Шуман,Штраус
