,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая из этих букв всегда обозначает твердый звук?,ц,ч,щ,й
1,"Как называется страстное, иногда чрезмерное почитание всего французского?",Галломания,Баскомания,Франкомания,Латиномания
2,Какой из перечисленных городов в XVI веке был столицей Польши?,Краков,Люблин,Львов,Познань
3,Кто из этих советских разведчиков действовал в 30-е годы в Японии?,Рихард Зорге,Рудольф Абель,Ким Филби,Лев Маневич
4,Какова длина береговой линии Крымского полуострова?,Свыше 2500 км,Свыше 1900 км,Свыше 2000 км,Свыше 3100 км
5,"Кто автор сказки ""Краденое солнце""?",Чуковский,Ершов,Маршак,Михалков
6,В какой из этих стран находится плато Карст?,Словения,Македония,Словакия,Черногория
7,Какая из этих мер объёма наименьшая?,Баррель сухой США,Русская четверть для сыпучих веществ,Английский баррель для сыпучих веществ,Баррель нефтяной США
8,"С какой стихией связана Золотинка — персонаж романа Джона Толкина ""Властелин колец""?",Вода,Огонь,Земля,Воздух
9,Флаг какого штата США двухсторонний?,Орегон,Мэн,Аляска,Иллинойс
