,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой условный знак не заметил профессор Плейшнер в телефильме ""Семнадцать мгновений весны""?",Цветок на окне,Надпись на стене,Спички на столе,Птицу в клетке
1,Какая станция есть в московском метрополитене?,"""Баррикадная""","""Отрадная""","""Балладная""","""Эстакадная"""
2,Какое из этих насекомых не имеет жёлто-чёрную полосатую окраску?,слепень,шершень,шмель,оса
3,"Что из этого не входило в античный список ""семи чудес света""?",Великая Китайская стена,Александрийский маяк,Колосс Родосский,Пирамида Хеопса
4,Какой из этих римских императоров правил раньше?,Октавиан Август,Диоклетиан,Веспасиан,Нерон
5,"Режиссером какого театра долгое время является Александр Бурдонский, прямой внук И. В. Сталина?",Советской Армии,Юного зрителя,Им. Вахтангова,Им. Маяковского
6,Столица какой из этих азиатских стран ближе всего к экватору?,Сингапур,Малайзия,Индонезия,Филиппины
7,"Кто автор тирады «Эти ученые сумели уменьшить территорию Франции намного значительнее, чем мои генералы смогли ее увеличить!»?",Людовик XIV,Людовик XV,Людовик XIII,Людовик XII
8,За какой фильм Марк Бернес получил орден «Знак Почета»?,«Человек с ружьем»,«Большая жизнь»,«Два бойца»,«Запасной игрок»
9,Под впечатлением от какого события композитор Анатолий Новиков написал музыку песни «Гимн демократической молодёжи мира»?,Расстрел студентов Афинского университета,Ядерные испытания на атолле Бикини,Мадагаскарское восстание,I Всемирный фестиваль молодёжи и студентов
