,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется архипелаг Южного полушария?,Огненная Земля,Земляная Вода,Водяной Воздух,Воздушный Огонь
1,"Что в переводе с латыни означает выражение  ""Divide et impera""?",Разделяй и властвуй,Порочный круг,Хлеба и зрелищ,Мудрому достаточно
2,Что не входит в тройку первых элементов в Периодической системе Д. И. Менделеева?,Сера,Гелий,Водород,Литий
3,Кто из сказочных персонажей НЕ летал на птице?,Карлик Нос,Дюймовочка,Нильс,Синдбад
4,Какая дата не связана с празднования Дня Конституции в нашей стране?,7 ноября,5 декабря,12 декабря,7 октября
5,Кто не был сторонником политики меркантилизма?,Адам Смит,Уильям Стаффорд,Томас Мэн,Жан-Батист Кольбер
6,Какую оперу заказало правительство Египта Верди по поводу открытия Суэцкого канала?,"""Аида""","""Фальстаф""","""Травиата""","""Риголетто"""
7,"Какой глубоководный аппарат был использован для поиска 1,45-мегатонной водородной бомбы на Паломаресе в 1966 году?",«Алвин»,«Бентос»,«Пайсис»,«Нерей»
8,Какой канцелярской принадлежности в столице Норвегии поставлен памятник?,Скрепке,Кнопке,Дыроколу,Точилке
9,Талисманом какой команды НХЛ является тигр Саблезуб?,«Баффало Сейбрз»,«Нэшвилл Предаторз»,«Ванкувер Кэнакс»,«Миннесота Уайлд»
