,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Песня о пяти каких временных отрезках прославила Л. Гурченко?,Минутах,Часах,Годах,Секундах
1,Что такое Brexit?,Политика выхода Великобритании из состава Евросоюза,Новый синтетический материал,Древнее валлийское нецензурное слово,"""Зеленый коридор"" для граждан Британии в Хитроу"
2,"Какое состязание, помимо прыжков с трамплина, входит в состав лыжного двоеборья?",Лыжная гонка,Гигантский слалом,Фристайл,Скоростной спуск
3,Как звали мамонтенка из мультфильма «Ледниковый период»?,Персик,Манго,Апельсин,Какао
4,Кто был фактическим правителем при Екатерине I?,Александр Меншиков,Дмитрий Голицын ,Андрей Остерман,Пётр Толстой
5,Какое из этих произведений Михаила Булгакова является пьесой?,"""Багровый остров""","""Театральный роман""","""Белая гвардия""","""Роковые яйца"""
6,"Какой поэт написал, что ""Ни при какой погоде я этих книг, конечно, не читал...""?",Сергей Есенин,Макс Волошин,Семён Гудзенко,Владимир Маяковский
7,"Автором какого ""нового слова"", окончательно внесенного в протокол, стал Иванов в рассказе В. Гиляровского ""Новое слово""?",Пандат,Упадение,Упадутие,Падкость
8,Какой философ является героем пушкинской повести «Последний из свойственников Иоанны д’Арк»?,Вольтер,Д. Дидро,Ш. де Монтескьё,Ж. -Ж. Руссо
9,"Какая российская пара добилась наибольших успехов на Олимпийских играх на соревнованиях по пляжному волейболу, заняв четвертое место?",Константин Семёнов / Вячеслав Красильников,Екатерина Бирлова / Евгения Уколова,Дмитрий Барсук / Никита Лямин,Анастасия Васина / Анна Возакова
