,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто чаще других пользуется репликой ""Мотор!""",Режиссер кино,Слесарь,Таксист,Режиссер театра
1,Какие встречи ежегодно организует Алла Пугачева?,Рождественские,На высшем уровне,Пасхальные,Новогодние
2,Какого цвета мультипликационный герой Шрек?,Зелёного,Жёлтого,Синего,Красного
3,"Какой штангист, победитель Римской Олимпиады 1960 года, является ныне известным писателем?",Юрий Власов,Григорий Новак,Леонид Жаботинский,Василий Алексеев
4,В каком из городов наибольшее число жителей?,Сидней,Новосибирск,Париж,Сан-Франциско
5,"При каком царе был построен первый русский военный корабль западноевропейского типа ""Орел""?",Алексее Михайловиче,Петре I,Михаиле Федоровиче,Екатерине I
6,"Кто является автором высказывания «Юмор – это витамин, а не основное питание»?",Аркадий Арканов,Геннадий Хазанов,Михаил Жванецкий,Григорий Горин
7,"На фоне каких событий европейской истории разворачивается действие трилогии Анджея Сапковского ""Сага о Рейневане""?",Гуситские войны,Тридцатилетняя война,Набеги викингов,Восстание Богдана Хмельницкого
8,"Какая война была первой, в которой Россия вела боевые действия против Франции?",Война второй коалиции,Отечественная война 1812 года,Крымская война,Война третьей коалиции
9,"На каком острове в 2005 году был обнаружен изолированный природный район, получивший название «Эдемский сад» за разнообразие редких форм флоры и фауны?",Новая Гвинея,Калимантан,Мадагаскар,Маврикий
