,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В основе сюжета какого телесериала не лежат криминальные события современности?,«Петербургские тайны»,«Убойная сила»,«Бандитский Петербург»,«Улицы разбитых фонарей»
1,Какую фразу избрала своим девизом Международная шахматная федерация – ФИДЕ?,«Все мы — одна семья»,«Весь мир в шахматном порядке»,«Мы все свои в доску»,"«Сильнее, хитрее, умнее»"
2,Что входит в состав любого органического вещества?,Углерод,Водород,Кислород,Азот
3,Что из перечисленного не является видом лука?,батат,порей,слизун,батун
4,Какая из этих стран не входит в регион Магриб?,Египет,Алжир,Марокко,Ливия
5,Какой из этих сортов иначе называют сливой канадской?,Слива черная,Слива растопыренная,Слива карликовая,Слива колючая
6,Как иначе называется одна из самых ядовитых змей России?,Ужас ночи,Ночной снайпер,Кошмар в ночи,Ужас тьмы
7,Чему равна британская торговая мера веса в один фунт?,453.59 г,0.0648 г,1.77 г,28.35 г
8,"Что в Китае не относится к ""семи вещам, потребным ежедневно""?",Рыба,Дрова,Масло,Чай
9,"Какой японский поэт написал стихотворение ""Памяти адмирала Макарова"" после гибели адмирала при обороне Порт-Артура?",Исикава Такубоку,Ёнэдзиро Ногути,Мисао Фудзимура,Ёсано Акико
