,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что у белого медведя чёрное?,Нос,Хвост,Загривок,Уши
1,Как называется денежная единица Румынии?,лей,сей,пой,пей
2,На что похож лирический герой песни «Оранжевое настроение» группы «Чайф»?,На новый «икарус»,На старенький «брабус»,На порванный парус,На простенький ребус
3,Какой плод в Библии назван смоквой?,инжир,финик,апельсин,айва
4,Какой фильм не является работой американского кинорежиссера Стенли Крамера?,"""Пролетая над гнездом кукушки""","""Нюрнбергский процесс""","""Это безумный... мир""","""Скованные одной цепью"""
5,Какая страна в 1761 году отменила рабство?,Португалия,Великобритания,США,Испания
6,На территории Австралии обитает самая ядовитая сухопутная змея в мире (один из видов тайпанов). Как еще ее называют?,Жестокая,Адская,Огненная,Смертельная
7,Кто из этих ученых ввел термин «динозавр»?,Р. Оуэн,Т. Гексли,Э. Коп,Э. Дюбуа
8,"Какому близкому другу-имажинисту Сергей Есенин посвятил стихи ""Я последний поэт деревни"", поэму ""Сорокоуст"" и драму ""Пугачев""?",Анатолий Мариенгоф,Вадим Шершеневич,Иван Грузинов,Николай Эрдман
9,"Как звали орловского жеребца, памятник которому стоит у здания манежа 1-го Московского конного завода?",Квадрат,Овал,Ромб,Круг
