,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,От названия какой части ноги произошло английское слово «футбол»?,ступня,голень,колено,бедро
1,Какое название цветка антирринума для нас более привычно?,Львиный зев,Волчья пасть,Рысий оскал,Щучий хвост
2,Из какого мяса готовят классический бефстроганов?,Говядина,Конина,Свинина,Баранина
3,Без чего НЕ приготовить пахлавы?,орехи,чернослив,инжир,гранат
4,Разговор на каком языке никогда не услышишь на улице?,Ассемблер ,Албанский,Адыгейский,Аварский
5,На что в начале XVIII века китайский император Да Цин Кан-Хи ввёл монополию государства?,на сбор женьшеня,на изготовление бумаги,на производство фарфора,на изготовление пороха
6,"Из казны какого мужского монастыря Петр I одолжил 400 тысяч рублей на нужды армии и флота, но долг не вернул?",Троице-Сергиева лавра,Воскресенский Ново-Иерусалимский монастырь,Высоко-Петровский монастырь,Никольский монастырь
7,"В каком жанре было написано произведение ""Пешее путешествие от канала Холмен к восточной оконечности Амагера"" Г.-Х. Андерсена, сделавшее его известным?",Фантастический рассказ,Поэма,Биографический рассказ,Сказка
8,Какой древний философ определил диалектику как учение о вечном становлении и изменчивости бытия?,Гераклит,Платон,Сократ,Аристотель
9,Какова максимальная длина кишечника кошки?,"1,8 м","3,1 м","4,6 м","2,4 м"
